position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,saves,selected,threat,total_points,transfers_in,transfers_out,value,was_home,yellow_cards
FWD,Man Utd,2.5,1,0,22,0,10.4,269,228,0,0,2.9,17.0,8,19,0,0,0,0,0,173624,2.0,5,3834,26604,84,True,0
DEF,Leeds,1.0,0,0,6,0,0.0,463,226,0,0,0.0,0.0,0,14,0,0,0,0,0,25280,0.0,1,81,696,47,True,0
MID,Spurs,2.5,0,0,21,0,17.5,365,223,2,0,3.7,19.6,90,6,0,0,0,0,0,286163,0.0,3,2665,26106,50,False,0
MID,Watford,1.0,0,0,6,0,0.0,403,230,0,0,0.0,0.0,0,15,0,0,0,0,0,2704,0.0,1,126926,126504,52,True,0
MID,Watford,1.0,0,0,6,0,0.0,403,164,0,0,0.0,0.0,0,5,0,0,0,0,0,2704,0.0,1,126926,126504,52,False,0
DEF,Liverpool,8.0,0,0,16,0,11.0,237,224,1,0,2.1,8.2,90,7,0,0,0,0,0,4174626,2.0,3,203037,10902,84,False,0
DEF,Leicester,1.0,0,0,6,0,0.0,207,227,0,0,0.0,0.0,0,4,0,0,0,0,0,133009,0.0,1,36,1498,52,True,0
FWD,Southampton,1.0,0,0,6,0,0.0,348,229,0,0,0.0,0.0,0,12,0,0,0,0,0,212017,0.0,1,0,4467,45,True,0
DEF,Burnley,14.0,0,2,32,1,10.3,98,221,0,0,4.0,23.6,90,1,0,0,0,0,0,84617,6.0,9,5637,2473,49,False,0
DEF,Burnley,14.0,0,0,30,1,10.3,98,164,0,0,3.8,23.8,90,18,0,0,0,0,0,84617,4.0,7,5637,2473,49,True,0
DEF,Crystal Palace,1.0,0,0,6,0,0.0,150,224,0,0,0.0,0.0,0,11,0,0,0,0,0,52499,0.0,1,33,5302,45,True,0
MID,Liverpool,1.0,0,0,6,0,0.0,239,224,0,0,0.0,0.0,0,7,0,0,0,0,0,14695,0.0,1,15,542,50,False,0
DEF,Brentford,1.2,0,0,18,0,1.9,483,222,2,0,3.9,10.8,90,20,0,0,0,0,0,42841,26.0,2,300,463,44,True,0
GK,Norwich,1.0,0,0,6,0,0.0,313,230,0,0,0.0,0.0,0,18,0,0,0,0,0,56282,0.0,1,3118,1467,39,False,0
MID,Man City,4.5,0,0,18,0,17.6,33,229,1,0,6.8,8.0,90,16,0,0,0,0,0,695513,42.0,3,4313,10132,76,False,0
DEF,Burnley,0.0,0,0,6,0,0.0,110,221,0,0,0.0,0.0,0,1,0,0,0,0,0,184539,0.0,1,27332,9417,44,False,0
DEF,Burnley,0.0,0,0,6,0,0.0,110,164,0,0,0.0,0.0,0,18,0,0,0,0,0,184539,0.0,1,27332,9417,44,True,0
DEF,Brentford,1.0,0,0,6,0,0.0,594,222,0,0,0.0,0.0,0,20,0,0,0,0,0,2269,0.0,1,28,65,45,True,0
MID,Spurs,1.0,0,0,6,0,0.0,356,223,0,0,0.0,0.0,0,6,0,0,0,0,0,322,0.0,1,0,0,60,False,0
DEF,Man City,3.0,0,0,23,0,12.7,262,229,1,0,2.8,13.6,90,16,0,0,0,0,0,2481688,2.0,3,189501,203966,63,False,0
MID,Liverpool,1.0,0,0,6,0,0.0,226,224,0,0,0.0,0.0,0,7,0,0,0,0,0,3470,0.0,1,0,7,59,False,0
FWD,Burnley,1.0,0,0,6,0,0.0,105,221,0,0,0.0,0.0,0,1,0,0,0,0,0,56491,0.0,1,201,960,52,False,0
FWD,Burnley,1.0,0,0,6,0,0.0,105,164,0,0,0.0,0.0,0,18,0,0,0,0,0,56491,0.0,1,201,960,52,True,0
GK,Watford,1.6,0,0,12,0,0.0,389,230,3,0,0.2,2.0,90,15,0,0,0,0,0,225141,0.0,2,3768,26432,43,True,0
GK,Watford,1.6,0,0,6,0,0.0,389,164,0,0,0.0,0.0,0,5,0,0,0,0,0,225141,0.0,1,3768,26432,43,False,0
FWD,Chelsea,3.5,0,0,9,1,3.7,529,223,0,0,5.2,1.4,90,17,0,0,0,0,0,882814,47.0,3,22066,62174,115,True,0
MID,Aston Villa,1.0,0,0,6,0,0.0,29,225,0,0,0.0,0.0,0,8,0,0,0,0,0,1325,0.0,1,0,6,49,False,0
DEF,Watford,1.0,0,0,6,0,0.0,387,230,0,0,0.0,0.0,0,15,0,0,0,0,0,8359,0.0,1,27,340,43,True,0
DEF,Watford,1.0,0,0,6,0,0.0,387,164,0,0,0.0,0.0,0,5,0,0,0,0,0,8359,0.0,1,27,340,43,False,0
MID,Southampton,1.3,0,0,6,0,0.0,346,229,0,0,0.0,0.0,0,12,0,0,0,0,0,4448,0.0,1,53,160,47,True,0
MID,Arsenal,2.0,0,0,6,0,0.0,664,221,0,0,0.0,0.0,0,5,0,0,0,0,0,546,0.0,1,119,81,45,True,0
FWD,Southampton,0.0,0,0,6,0,0.0,519,229,0,0,0.0,0.0,0,12,0,0,0,0,0,16066,0.0,1,420,858,54,True,0
MID,Man City,4.5,0,0,27,0,63.3,261,229,1,0,11.5,27.2,90,16,0,0,0,0,0,2248851,24.0,3,124999,190630,75,False,0
FWD,Norwich,6.3,1,0,16,1,0.8,329,230,0,0,1.8,0.0,90,18,0,0,0,0,0,60285,20.0,6,23374,5416,49,False,0
GK,Brighton,1.0,0,0,6,0,0.0,476,227,0,0,0.0,0.0,0,9,0,0,0,0,0,4126,0.0,1,50,136,45,False,0
DEF,Wolves,6.5,0,0,18,0,0.2,429,222,1,0,1.8,17.4,90,3,0,0,0,0,0,1027477,0.0,3,221934,15838,47,False,0
GK,Norwich,4.0,0,2,32,1,0.0,448,230,0,0,2.6,26.2,90,18,0,0,0,0,3,120368,0.0,10,3018,3514,40,False,0
FWD,Aston Villa,1.0,0,0,6,0,0.0,48,225,0,0,0.0,0.0,0,8,0,0,0,0,0,59,0.0,1,0,0,55,False,0
GK,Man City,2.0,0,0,6,0,0.0,615,229,0,0,0.0,0.0,0,16,0,0,0,0,0,1308,0.0,1,27,72,40,False,0
MID,Brighton,1.0,0,0,6,0,0.0,53,227,0,0,0.0,0.0,0,9,0,0,0,0,0,14550,0.0,1,96,1243,53,False,0
DEF,Brighton,1.0,0,0,6,0,0.0,560,227,0,0,0.0,0.0,0,9,0,0,0,0,0,15797,0.0,1,154,278,40,False,0
DEF,Wolves,2.5,0,0,20,0,1.6,685,222,1,0,2.3,21.4,90,3,0,0,0,0,0,200,0.0,2,170,34,45,False,1
MID,Leicester,3.0,0,0,22,0,24.4,210,227,1,0,8.9,30.8,90,4,0,0,0,0,0,359923,34.0,3,7448,21278,64,True,0
GK,Spurs,2.0,0,0,24,0,0.0,353,223,2,0,3.3,32.6,90,6,0,0,0,0,5,774908,0.0,3,5835,29976,54,False,0
DEF,Watford,6.4,0,0,6,0,0.0,379,230,0,0,0.0,0.0,0,15,0,0,0,0,0,46385,0.0,1,20861,3047,43,True,0
DEF,Watford,6.4,0,0,28,1,0.8,379,164,0,0,2.0,18.8,90,5,0,0,0,0,0,46385,0.0,7,20861,3047,43,False,0
DEF,Everton,1.0,0,0,6,0,0.0,623,225,0,0,0.0,0.0,0,2,0,0,0,0,0,2202,0.0,1,106,101,40,True,0
MID,Brentford,1.2,0,0,10,0,14.3,85,222,0,0,2.1,6.2,7,20,0,0,0,0,0,3697,0.0,2,46,93,53,True,0
GK,Leeds,3.5,0,0,21,0,0.0,199,226,1,0,1.6,15.8,90,14,0,0,0,0,2,199939,0.0,3,5805,4265,48,True,0
GK,Leeds,1.0,0,0,6,0,0.0,183,226,0,0,0.0,0.0,0,14,0,0,0,0,0,420,0.0,1,0,0,45,True,0
MID,Spurs,1.0,0,0,6,0,0.0,597,223,0,0,0.0,0.0,0,6,0,0,0,0,0,1486,0.0,1,12,45,45,False,0
DEF,Arsenal,8.0,0,0,29,1,4.0,23,221,0,0,4.7,20.0,90,5,0,0,0,0,0,505180,23.0,7,25978,25051,53,True,0
MID,Spurs,0.5,0,0,6,0,0.0,375,223,0,0,0.0,0.0,0,6,0,0,0,0,0,24060,0.0,1,256,701,57,False,0
DEF,Watford,1.0,0,0,6,0,0.0,396,230,0,0,0.0,0.0,0,15,0,0,0,0,0,4433,0.0,1,44,315,43,True,0
DEF,Watford,1.0,0,0,6,0,0.0,396,164,0,0,0.0,0.0,0,5,0,0,0,0,0,4433,0.0,1,44,315,43,False,0
MID,Liverpool,4.5,0,0,16,0,27.3,222,224,1,0,6.0,8.2,90,7,0,0,0,0,0,187471,24.0,3,5994,13083,51,False,0
MID,Man City,2.0,0,0,6,0,0.0,605,229,0,0,0.0,0.0,0,16,0,0,0,0,0,903,0.0,1,16589,16612,44,False,0
MID,Southampton,4.3,0,0,9,0,0.7,349,229,0,0,1.3,5.4,8,12,0,0,0,0,0,14049,7.0,2,641,788,45,True,0
DEF,Arsenal,1.0,0,0,6,0,0.0,10,221,0,0,0.0,0.0,0,5,0,0,0,0,0,14761,0.0,1,33,243,42,True,0
MID,Burnley,6.0,0,0,14,1,24.6,118,221,0,0,5.9,12.0,90,1,0,0,0,0,0,18061,22.0,4,2740,958,57,False,0
MID,Burnley,6.0,0,0,20,1,15.4,118,164,0,0,2.9,12.6,90,18,0,0,0,0,0,18061,1.0,4,2740,958,57,True,0
DEF,Wolves,1.0,0,0,6,0,0.0,433,222,0,0,0.0,0.0,0,3,0,0,0,0,0,551,0.0,1,16,19,45,False,0
GK,Brentford,1.0,0,0,6,0,0.0,94,222,0,0,0.0,0.0,0,20,0,0,0,0,0,139095,0.0,1,6351,6858,39,True,0
MID,Newcastle,1.0,0,0,6,0,0.0,312,226,0,0,0.0,0.0,0,10,0,0,0,0,0,3300,0.0,1,0,38,45,False,0
MID,Chelsea,1.8,0,0,9,0,0.3,592,223,0,0,0.1,0.2,1,17,0,0,0,0,0,9466,0.0,2,48,173,49,True,0
DEF,Crystal Palace,1.0,0,0,6,0,0.0,147,224,0,0,0.0,0.0,0,11,0,0,0,0,0,13051,0.0,1,12,2454,43,True,0
FWD,Chelsea,2.2,0,0,6,0,0.0,134,223,0,0,0.0,0.0,0,17,0,0,0,0,0,127656,0.0,1,2747,4058,86,True,0
GK,Brentford,1.0,0,0,6,0,0.0,80,222,0,0,0.0,0.0,0,20,0,0,0,0,0,278340,0.0,1,261,9116,43,True,0
GK,Burnley,19.0,0,3,37,1,0.0,112,221,0,0,3.5,35.0,90,1,0,0,0,0,5,203078,0.0,11,5142,3375,54,False,0
GK,Burnley,19.0,0,2,37,1,0.0,112,164,0,0,3.9,38.8,90,18,0,0,0,0,5,203078,0.0,10,5142,3375,54,True,0
DEF,Aston Villa,3.6,0,0,26,1,0.0,45,225,0,0,1.2,12.4,90,8,0,0,0,0,0,123123,0.0,7,632,19244,49,False,0
GK,Leeds,1.5,0,0,6,0,0.0,490,226,0,0,0.0,0.0,0,14,0,0,0,0,0,10841,0.0,1,122,140,44,True,0
MID,Arsenal,5.0,0,0,15,1,33.1,26,221,0,0,7.5,7.4,90,5,0,0,0,0,0,593876,34.0,4,61723,51502,54,True,0
DEF,Wolves,1.0,0,0,6,0,0.0,549,222,0,0,0.0,0.0,0,3,0,0,0,0,0,15397,0.0,1,0,150,40,False,0
MID,Spurs,1.0,0,0,6,0,0.0,359,223,0,0,0.0,0.0,0,6,0,0,0,0,0,1188331,0.0,1,2452,527674,106,False,0
MID,Leeds,1.5,0,0,6,0,0.0,631,226,0,0,0.0,0.0,0,14,0,0,0,0,0,322,0.0,1,81,77,45,True,0
FWD,Everton,1.0,0,0,6,0,0.0,607,225,0,0,0.0,0.0,0,2,0,0,0,0,0,28864,0.0,1,1324,2025,45,True,0
MID,Burnley,0.0,0,0,6,0,0.0,101,221,0,0,0.0,0.0,0,1,0,0,0,0,0,11810,0.0,1,376,416,44,False,0
MID,Burnley,0.0,0,0,6,0,0.0,101,164,0,0,0.0,0.0,0,18,0,0,0,0,0,11810,0.0,1,376,416,44,True,0
MID,Watford,1.0,0,0,6,0,0.0,397,230,0,0,0.0,0.0,0,15,0,0,0,0,0,2360,0.0,1,0,32,45,True,0
MID,Watford,1.0,0,0,6,0,0.0,397,164,0,0,0.0,0.0,0,5,0,0,0,0,0,2360,0.0,1,0,32,45,False,0
MID,Aston Villa,1.0,0,0,6,0,0.0,496,225,0,0,0.0,0.0,0,8,0,0,0,0,0,17903,0.0,1,0,1755,44,False,0
FWD,Wolves,1.0,0,0,6,0,0.0,523,222,0,0,0.0,0.0,0,3,0,0,0,0,0,4204,0.0,1,0,34,50,False,0
MID,Aston Villa,8.5,0,0,18,1,2.8,51,225,0,0,2.2,18.8,90,8,0,0,0,0,0,222102,0.0,4,70348,12538,46,False,0
DEF,Leeds,2.0,0,0,6,0,0.0,608,226,0,0,0.0,0.0,0,14,0,0,0,0,0,3177,0.0,1,553,131,40,True,0
DEF,Man City,2.0,0,0,6,0,0.0,258,229,0,0,0.0,0.0,0,16,0,0,0,0,0,36129,0.0,1,198,1695,47,False,0
DEF,Everton,2.0,0,0,15,0,11.9,502,225,1,0,1.9,6.8,90,2,0,0,0,0,0,8242,0.0,3,115,367,44,True,0
MID,Leicester,1.0,0,0,6,0,0.0,206,227,0,0,0.0,0.0,0,4,0,0,0,0,0,1570,0.0,1,0,6,49,True,0
MID,Newcastle,2.0,0,0,10,1,22.3,19,226,0,0,7.0,12.4,90,10,0,0,0,0,0,39954,35.0,4,331,895,57,False,0
DEF,West Ham,1.0,0,0,6,0,0.0,409,228,0,0,0.0,0.0,0,13,0,0,0,0,0,25000,0.0,1,46,447,49,False,0
MID,Leeds,1.0,0,0,6,0,0.0,182,226,0,0,0.0,0.0,0,14,0,0,0,0,0,163,0.0,1,0,2,55,True,0
MID,Arsenal,1.0,0,0,6,0,0.0,531,221,0,0,0.0,0.0,0,5,0,0,0,0,0,679,0.0,1,0,2,50,True,0
DEF,Arsenal,8.0,0,0,26,1,2.1,14,221,0,0,1.9,13.0,90,5,0,0,0,0,0,49821,4.0,7,19792,17389,41,True,0
FWD,Spurs,7.0,0,0,11,0,25.5,357,223,2,0,5.4,11.6,90,6,0,0,0,0,0,1188299,17.0,3,105346,81854,123,False,0
FWD,Watford,1.0,0,0,6,0,0.0,380,230,0,0,0.0,0.0,0,15,0,0,0,0,0,30111,0.0,1,0,179,54,True,0
FWD,Watford,1.0,0,0,6,0,0.0,380,164,0,0,0.0,0.0,0,5,0,0,0,0,0,30111,0.0,1,0,179,54,False,0
DEF,Everton,1.0,0,0,6,0,0.0,165,225,0,0,0.0,0.0,0,2,0,0,0,0,0,41707,0.0,1,768,4137,49,True,0
MID,Leicester,6.0,1,0,23,1,14.6,215,227,0,0,4.3,5.2,63,4,0,0,0,0,0,190429,23.0,7,2327,3753,65,True,0
DEF,Spurs,1.0,0,0,6,0,0.0,370,223,0,0,0.0,0.0,0,6,0,0,0,0,0,1567426,0.0,1,31724,96825,54,False,0
DEF,Leicester,1.0,0,0,6,0,0.0,209,227,0,0,0.0,0.0,0,4,0,0,0,0,0,57144,0.0,1,76,13722,53,True,0
DEF,Crystal Palace,0.5,0,0,26,0,13.2,488,224,3,0,4.0,26.2,90,11,0,0,0,0,0,32873,1.0,2,411,1269,45,True,0
GK,Burnley,1.0,0,0,6,0,0.0,117,221,0,0,0.0,0.0,0,1,0,0,0,0,0,414,0.0,1,0,4,45,False,0
GK,Burnley,1.0,0,0,6,0,0.0,117,164,0,0,0.0,0.0,0,18,0,0,0,0,0,414,0.0,1,0,4,45,True,0
GK,Man Utd,1.0,0,0,6,0,0.0,509,228,0,0,0.0,0.0,0,19,0,0,0,0,0,60064,0.0,1,2514,1414,39,True,0
GK,Spurs,0.5,0,0,6,0,0.0,486,223,0,0,0.0,0.0,0,6,0,0,0,0,0,16429,0.0,1,67,205,43,False,0
MID,Burnley,2.0,0,0,6,1,1.0,115,221,0,0,1.4,13.2,90,1,0,0,0,0,0,215124,0.0,3,117363,122567,43,False,1
MID,Burnley,2.0,0,0,6,0,0.0,115,164,0,0,0.0,0.0,0,18,0,0,0,0,0,215124,0.0,1,117363,122567,43,True,0
FWD,Watford,9.0,0,0,18,0,22.6,404,230,3,0,7.7,12.4,90,15,0,0,0,0,0,56954,42.0,3,31839,3699,54,True,0
FWD,Watford,9.0,0,0,12,1,13.5,404,164,0,0,9.7,12.0,82,5,0,0,0,0,0,56954,71.0,3,31839,3699,54,False,0
DEF,Southampton,0.0,0,0,6,0,0.0,667,229,0,0,0.0,0.0,0,12,0,0,0,0,0,3173,0.0,1,109938,107089,40,True,0
MID,Leeds,1.0,0,0,6,0,0.0,195,226,0,0,0.0,0.0,0,14,0,0,0,0,0,1774,0.0,1,0,16,45,True,0
MID,Leeds,1.5,0,0,6,0,0.0,600,226,0,0,0.0,0.0,0,14,0,0,0,0,0,1292,0.0,1,104,120,44,True,0
MID,Man Utd,5.3,0,0,22,1,14.0,274,228,0,0,4.6,14.6,81,19,0,0,0,0,0,125692,17.0,4,6526,10508,49,True,0
DEF,Wolves,1.0,0,0,6,0,0.0,446,222,0,0,0.0,0.0,0,3,0,0,0,0,0,1704,0.0,1,21,32,44,False,0
DEF,Crystal Palace,1.5,0,0,15,0,0.8,162,224,3,0,0.9,8.2,90,11,0,0,0,0,0,104789,0.0,2,3599,7090,45,True,0
GK,Burnley,0.0,0,0,6,0,0.0,480,221,0,0,0.0,0.0,0,1,0,0,0,0,0,16831,0.0,1,443,322,45,False,0
GK,Burnley,0.0,0,0,6,0,0.0,480,164,0,0,0.0,0.0,0,18,0,0,0,0,0,16831,0.0,1,443,322,45,True,0
DEF,Chelsea,1.0,0,0,6,0,0.0,133,223,0,0,0.0,0.0,0,17,0,0,0,0,0,132276,0.0,1,112,6439,46,True,0
MID,Leeds,12.5,0,0,21,0,30.9,267,226,1,0,7.9,18.2,90,14,0,0,0,0,0,175640,30.0,3,100299,7037,55,True,0
GK,Man Utd,5.7,0,0,29,1,0.0,270,228,0,0,1.1,11.4,90,19,0,0,0,0,2,1171314,0.0,7,39751,40205,52,True,0
DEF,Man Utd,1.0,0,0,6,0,0.0,284,228,0,0,0.0,0.0,0,19,0,0,0,0,0,48034,0.0,1,1334,2813,48,True,0
MID,Brighton,1.0,0,0,6,0,0.0,612,227,0,0,0.0,0.0,0,9,0,0,0,0,0,465,0.0,1,12,28,45,False,0
DEF,Watford,6.4,0,0,16,0,0.5,677,230,3,0,3.9,21.6,90,15,0,0,0,0,0,1930,17.0,2,1520,247,45,True,0
DEF,Watford,6.4,0,0,33,1,0.3,677,164,0,0,2.3,18.6,90,5,0,0,0,0,0,1930,4.0,7,1520,247,45,False,0
DEF,Leicester,1.5,0,0,6,0,0.0,340,227,0,0,0.0,0.0,0,4,0,0,0,0,0,43109,0.0,1,372,882,47,True,0
MID,Chelsea,1.5,0,0,6,0,0.0,671,223,0,0,0.0,0.0,0,17,0,0,0,0,0,107,0.0,1,32,31,45,True,0
MID,Leicester,1.5,0,0,9,0,0.0,211,227,0,0,0.0,0.0,1,4,0,0,0,0,0,9991,0.0,2,175,308,57,True,0
FWD,Brighton,4.7,1,0,24,0,38.1,63,227,1,0,8.6,24.6,90,9,0,0,0,0,0,604816,23.0,6,30192,59913,65,False,0
FWD,Brighton,4.3,0,2,30,0,1.3,447,227,0,1,7.6,36.2,28,9,0,0,0,0,0,20006,38.0,8,1636,2118,59,False,0
MID,West Ham,1.3,0,0,15,0,12.2,422,228,1,0,3.2,9.2,90,13,0,0,0,0,0,342432,11.0,3,243,36840,57,False,0
FWD,Brighton,1.0,0,0,6,0,0.0,72,227,0,0,0.0,0.0,0,9,0,0,0,0,0,8214,0.0,1,0,623,53,False,0
DEF,Newcastle,2.5,1,0,21,0,0.3,302,226,0,0,1.0,9.2,27,10,0,0,0,0,0,502663,0.0,5,7582,13792,39,False,0
MID,Brentford,1.0,0,0,6,0,0.0,614,222,0,0,0.0,0.0,0,20,0,0,0,0,0,726,0.0,1,47,50,45,True,0
DEF,Southampton,1.7,0,0,14,0,1.0,460,229,1,0,0.8,5.2,90,12,0,0,0,0,0,8261,2.0,3,97,268,48,True,0
MID,Wolves,1.0,0,0,6,0,0.0,661,222,0,0,0.0,0.0,0,3,0,0,0,0,0,575,0.0,1,42,52,45,False,0
MID,Crystal Palace,1.0,0,0,11,0,0.4,386,224,2,0,0.3,2.8,76,11,0,0,0,0,0,7858,0.0,2,330,1003,47,True,1
DEF,Spurs,1.5,0,0,12,0,0.8,364,223,2,0,1.2,11.4,90,6,0,0,0,0,0,174136,0.0,2,2509,13416,45,False,0
MID,Arsenal,1.0,0,0,6,0,0.0,17,221,0,0,0.0,0.0,0,5,0,0,0,0,0,66544,0.0,1,16572,17179,69,True,0
DEF,Crystal Palace,0.0,0,0,6,0,0.0,151,224,0,0,0.0,0.0,0,11,0,0,0,0,0,79527,0.0,1,435,1636,39,True,0
GK,Wolves,1.0,0,0,6,0,0.0,444,222,0,0,0.0,0.0,0,3,0,0,0,0,0,104261,0.0,1,8045,2856,39,False,0
GK,Burnley,0.0,0,0,6,0,0.0,114,221,0,0,0.0,0.0,0,1,0,0,0,0,0,9766,0.0,1,66,132,44,False,0
GK,Burnley,0.0,0,0,6,0,0.0,114,164,0,0,0.0,0.0,0,18,0,0,0,0,0,9766,0.0,1,66,132,44,True,0
MID,Arsenal,1.0,0,0,6,0,0.0,7,221,0,0,0.0,0.0,0,5,0,0,0,0,0,27115,0.0,1,38,1266,48,True,0
MID,Watford,6.4,0,0,27,0,29.3,679,230,3,0,4.6,16.2,90,15,0,0,0,0,0,3188,0.0,3,3041,199,50,True,0
MID,Watford,6.4,0,0,19,1,1.3,679,164,0,0,1.0,9.0,69,5,0,0,0,0,0,3188,0.0,4,3041,199,50,False,0
MID,Brentford,1.0,0,0,6,0,0.0,93,222,0,0,0.0,0.0,0,20,0,0,0,0,0,57284,0.0,1,0,2123,44,True,0
FWD,Brighton,1.0,0,0,6,0,0.0,535,227,0,0,0.0,0.0,0,9,0,0,0,0,0,23722,0.0,1,0,383,45,False,0
FWD,Wolves,2.5,0,0,7,0,1.1,445,222,1,0,0.5,0.0,74,3,0,0,0,0,0,31300,5.0,3,949,589,56,False,0
FWD,West Ham,3.7,0,0,13,0,2.0,413,228,1,0,2.8,5.2,90,13,0,0,0,0,0,3736105,21.0,3,113685,191789,79,False,0
DEF,Brighton,1.0,0,0,6,0,0.0,68,227,0,0,0.0,0.0,0,9,0,0,0,0,0,503,0.0,1,0,4,40,False,0
MID,Brighton,1.0,0,0,6,0,0.0,70,227,0,0,0.0,0.0,0,9,0,0,0,0,0,493746,0.0,1,286,33407,44,False,0
DEF,Leeds,4.5,0,0,21,0,12.5,185,226,1,0,4.9,30.4,90,14,0,0,0,0,0,261578,6.0,3,12574,4096,43,True,0
DEF,Brentford,1.8,0,0,8,0,1.1,89,222,1,0,0.2,0.4,32,20,0,0,0,0,0,11042,0.0,2,1515,992,43,True,0
GK,Liverpool,2.0,0,0,6,0,0.0,656,224,0,0,0.0,0.0,0,7,0,0,0,0,0,420,0.0,1,36,43,40,False,0
DEF,Leicester,1.0,0,0,6,0,0.0,201,227,0,0,0.0,0.0,0,4,0,0,0,0,0,15639,0.0,1,47,607,54,True,0
DEF,West Ham,1.0,0,0,6,0,0.0,644,228,0,0,0.0,0.0,0,13,0,0,0,0,0,1512,0.0,1,149,88,40,False,0
MID,Man Utd,5.0,0,0,13,1,17.6,512,228,0,0,5.4,8.0,61,19,0,0,0,0,0,12321,28.0,4,10819,1012,48,True,0
DEF,Spurs,0.5,0,0,6,0,0.0,374,223,0,0,0.0,0.0,0,6,0,0,0,0,0,5646,0.0,1,30,84,43,False,0
MID,Man City,1.0,0,0,6,0,0.0,268,229,0,0,0.0,0.0,0,16,0,0,0,0,0,180695,0.0,1,0,1483,67,False,0
MID,Brentford,1.0,0,0,6,0,0.0,662,222,0,0,0.0,0.0,0,20,0,0,0,0,0,102,0.0,1,29,13,45,True,0
MID,Chelsea,1.5,0,0,6,0,0.0,672,223,0,0,0.0,0.0,0,17,0,0,0,0,0,105,0.0,1,33,41,45,True,0
DEF,Brentford,1.2,0,0,6,0,0.0,569,222,0,0,0.0,0.0,0,20,0,0,0,0,0,22347,0.0,1,859,596,39,True,0
FWD,Aston Villa,1.0,0,0,6,0,0.0,47,225,0,0,0.0,0.0,0,8,0,0,0,0,0,9093,0.0,1,0,35,54,False,0
GK,Everton,2.5,0,0,19,0,10.0,170,225,1,0,2.8,18.0,90,2,0,0,0,0,2,416579,0.0,3,3057,18831,49,True,0
DEF,Burnley,12.0,0,0,29,1,0.8,100,221,0,0,3.0,28.2,90,1,0,0,0,0,0,7729,1.0,7,79,211,42,False,0
DEF,Burnley,12.0,0,0,26,1,5.8,100,164,0,0,4.5,12.4,90,18,0,0,0,0,0,7729,27.0,7,79,211,42,True,0
FWD,Watford,3.0,0,0,4,0,2.2,472,230,2,0,5.8,1.8,31,15,0,0,0,0,0,129844,54.0,2,4107,9770,50,True,0
FWD,Watford,3.0,0,0,10,0,10.0,472,164,0,0,2.2,2.0,7,5,0,0,0,0,0,129844,10.0,2,4107,9770,50,False,0
GK,Arsenal,1.5,0,0,6,0,0.0,1,221,0,0,0.0,0.0,0,5,0,0,0,0,0,75890,0.0,1,337,862,45,True,0
MID,Chelsea,1.8,0,0,6,0,0.0,141,223,0,0,0.0,0.0,0,17,0,0,0,0,0,282334,0.0,1,2280,10269,78,True,0
FWD,Southampton,1.0,0,0,6,0,0.0,344,229,0,0,0.0,0.0,0,12,0,0,0,0,0,1167,0.0,1,0,11,45,True,0
MID,Arsenal,5.0,0,0,20,1,50.9,558,221,0,0,10.3,24.8,90,5,0,0,0,0,0,378185,27.0,4,18901,57315,56,True,0
MID,Aston Villa,1.0,0,0,6,0,0.0,492,225,0,0,0.0,0.0,0,8,0,0,0,0,0,35616,0.0,1,37,535,63,False,0
MID,Crystal Palace,2.5,0,0,24,0,31.1,464,224,3,0,7.6,14.6,90,11,0,0,0,0,0,14173,30.0,3,1644,3288,54,True,0
MID,Wolves,1.0,0,0,6,0,0.0,440,222,0,0,0.0,0.0,0,3,0,0,0,0,0,10001,0.0,1,0,112,45,False,0
MID,Newcastle,0.5,0,0,6,0,0.0,297,226,0,0,0.0,0.0,0,10,0,0,0,0,0,3825,0.0,1,50,75,48,False,0
DEF,Everton,0.0,0,0,6,0,0.0,169,225,0,0,0.0,0.0,0,2,0,0,0,0,0,284983,0.0,1,112549,147164,49,True,0
MID,Man Utd,6.3,0,0,20,1,5.1,289,228,0,0,5.1,7.8,81,19,0,0,0,0,0,524997,38.0,4,24063,18706,72,True,0
GK,Everton,1.0,0,0,6,0,0.0,181,225,0,0,0.0,0.0,0,2,0,0,0,0,0,78422,0.0,1,0,1311,40,True,0
DEF,Watford,1.0,0,0,6,0,0.0,390,230,0,0,0.0,0.0,0,15,0,0,0,0,0,5068,0.0,1,18,135,43,True,0
DEF,Watford,1.0,0,0,6,0,0.0,390,164,0,0,0.0,0.0,0,5,0,0,0,0,0,5068,0.0,1,18,135,43,False,0
DEF,Spurs,0.5,0,0,8,0,1.0,368,223,2,0,0.8,3.2,55,6,0,0,0,0,0,6276,4.0,1,81,92,43,False,0
MID,Spurs,1.0,0,0,8,0,0.0,487,223,0,0,0.0,0.0,1,6,0,0,0,0,0,5588,0.0,2,69,128,57,False,0
DEF,Leicester,2.0,0,0,22,0,0.2,208,227,1,0,1.6,16.0,90,4,0,0,0,0,0,687536,0.0,3,13779,33131,38,True,0
MID,Wolves,1.0,0,0,6,0,0.0,548,222,0,0,0.0,0.0,0,3,0,0,0,0,0,22074,0.0,1,51,282,45,False,0
DEF,Chelsea,4.8,0,0,31,1,23.8,119,223,0,0,4.6,15.8,90,17,0,0,0,0,0,306419,6.0,7,4381,6332,57,True,0
